id,candidate_id,qplume,name,folder,date,datetime,window_col_off,window_row_off,window_width,window_height,subset,difficulty,label_path,has_plume,window_labels
ang20191022t165908_r3901_c305_w151_h151,ang20191022t165908-A,248.3575635,ang20191022t165908,/AVIRISNG/Permian2019/ang20191022t165908_r3901_c305_w151_h151,2019-10-22,2019-10-22 16:59:08+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191022t165908-A_r3901_c305_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190923t163307_r1024_c0_w512_h512,,0.0,ang20190923t163307,/AVIRISNG/Permian2019/ang20190923t163307_r1024_c0_w512_h512,2019-09-23,2019-09-23 16:33:07+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t180411_r8333_c435_w151_h151,ang20191007t180411-B,680.0035283,ang20191007t180411,/AVIRISNG/Permian2019/ang20191007t180411_r8333_c435_w151_h151,2019-10-07,2019-10-07 18:04:11+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191007t180411-B_r8333_c435_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190923t170747_r0_c0_w512_h512,,0.0,ang20190923t170747,/AVIRISNG/Permian2019/ang20190923t170747_r0_c0_w512_h512,2019-09-23,2019-09-23 17:07:47+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t185057_r3726_c333_w151_h151,ang20191017t185057-B,238.4210399,ang20191017t185057,/AVIRISNG/Permian2019/ang20191017t185057_r3726_c333_w151_h151,2019-10-17,2019-10-17 18:50:57+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191017t185057-B_r3726_c333_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190926t174644_r6413_c463_w151_h151,ang20190926t174644-4,560.085729,ang20190926t174644,/AVIRISNG/Permian2019/ang20190926t174644_r6413_c463_w151_h151,2019-09-26,2019-09-26 17:46:44+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20190926t174644-4_r6413_c463_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191006t172739_r4883_c586_w151_h151,ang20191006t172739-I,120.1499219,ang20191006t172739,/AVIRISNG/Permian2019/ang20191006t172739_r4883_c586_w151_h151,2019-10-06,2019-10-06 17:27:39+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191006t172739-I_r4883_c586_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191006t152009_r9378_c534_w151_h151,ang20191006t152009-B,104.4293986,ang20191006t152009,/AVIRISNG/Permian2019/ang20191006t152009_r9378_c534_w151_h151,2019-10-06,2019-10-06 15:20:09+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191006t152009-B_r9378_c534_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191016t163955_r4911_c305_w151_h151,ang20191016t163955-R,126.6102038,ang20191016t163955,/AVIRISNG/Permian2019/ang20191016t163955_r4911_c305_w151_h151,2019-10-16,2019-10-16 16:39:55+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191016t163955-R_r4911_c305_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191007t182352_r8960_c256_w512_h512,,0.0,ang20191007t182352,/AVIRISNG/Permian2019/ang20191007t182352_r8960_c256_w512_h512,2019-10-07,2019-10-07 18:23:52+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t150453_r6912_c0_w512_h512,,0.0,ang20191006t150453,/AVIRISNG/Permian2019/ang20191006t150453_r6912_c0_w512_h512,2019-10-06,2019-10-06 15:04:53+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191012t162223_r4608_c0_w512_h512,,0.0,ang20191012t162223,/AVIRISNG/Permian2019/ang20191012t162223_r4608_c0_w512_h512,2019-10-12,2019-10-12 16:22:23+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t164135_r11396_c190_w151_h151,ang20191006t164135-K,228.006697,ang20191006t164135,/AVIRISNG/Permian2019/ang20191006t164135_r11396_c190_w151_h151,2019-10-06,2019-10-06 16:41:35+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191006t164135-K_r11396_c190_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191023t145837_r9984_c0_w512_h512,,0.0,ang20191023t145837,/AVIRISNG/Permian2019/ang20191023t145837_r9984_c0_w512_h512,2019-10-23,2019-10-23 14:58:37+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191019t150925_r4608_c0_w512_h512,,0.0,ang20191019t150925,/AVIRISNG/Permian2019/ang20191019t150925_r4608_c0_w512_h512,2019-10-19,2019-10-19 15:09:25+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t160033_r3365_c25_w151_h151,ang20191017t160033-E,278.4181976,ang20191017t160033,/AVIRISNG/Permian2019/ang20191017t160033_r3365_c25_w151_h151,2019-10-17,2019-10-17 16:00:33+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191017t160033-E_r3365_c25_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191006t165608_r1496_c38_w151_h151,ang20191006t165608-Q,93.14873916,ang20191006t165608,/AVIRISNG/Permian2019/ang20191006t165608_r1496_c38_w151_h151,2019-10-06,2019-10-06 16:56:08+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191006t165608-Q_r1496_c38_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191022t173357_r4608_c0_w512_h512,,0.0,ang20191022t173357,/AVIRISNG/Permian2019/ang20191022t173357_r4608_c0_w512_h512,2019-10-22,2019-10-22 17:33:57+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191023t190429_r512_c0_w512_h512,,0.0,ang20191023t190429,/AVIRISNG/Permian2019/ang20191023t190429_r512_c0_w512_h512,2019-10-23,2019-10-23 19:04:29+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t183313_r12288_c256_w512_h512,,0.0,ang20190928t183313,/AVIRISNG/Permian2019/ang20190928t183313_r12288_c256_w512_h512,2019-09-28,2019-09-28 18:33:13+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t181405_r9472_c256_w512_h512,,0.0,ang20190928t181405,/AVIRISNG/Permian2019/ang20190928t181405_r9472_c256_w512_h512,2019-09-28,2019-09-28 18:14:05+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191022t190019_r6299_c84_w151_h151,ang20191022t190019-2,1048.60839,ang20191022t190019,/AVIRISNG/Permian2019/ang20191022t190019_r6299_c84_w151_h151,2019-10-22,2019-10-22 19:00:19+00:00,0,0,512,512,train,easy,gs://starcop/Permian/permian_2019_official/ang20191022t190019-2_r6299_c84_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191019t155740_r2816_c256_w512_h512,,0.0,ang20191019t155740,/AVIRISNG/Permian2019/ang20191019t155740_r2816_c256_w512_h512,2019-10-19,2019-10-19 15:57:40+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t161719_r6484_c552_w151_h151,ang20191011t161719-3,2109.29513,ang20191011t161719,/AVIRISNG/Permian2019/ang20191011t161719_r6484_c552_w151_h151,2019-10-11,2019-10-11 16:17:19+00:00,0,0,512,512,train,easy,gs://starcop/Permian/permian_2019_official/ang20191011t161719-3_r6484_c552_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190926t172904_r4772_c38_w151_h151,ang20190926t172904-F,117.8560185,ang20190926t172904,/AVIRISNG/Permian2019/ang20190926t172904_r4772_c38_w151_h151,2019-09-26,2019-09-26 17:29:04+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20190926t172904-F_r4772_c38_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191023t164221_r4864_c0_w512_h512,,0.0,ang20191023t164221,/AVIRISNG/Permian2019/ang20191023t164221_r4864_c0_w512_h512,2019-10-23,2019-10-23 16:42:21+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t213844_r256_c256_w512_h512,,0.0,ang20190926t213844,/AVIRISNG/Permian2019/ang20190926t213844_r256_c256_w512_h512,2019-09-26,2019-09-26 21:38:44+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t144828_r4066_c404_w151_h151,ang20191013t144828-C,291.2868199,ang20191013t144828,/AVIRISNG/Permian2019/ang20191013t144828_r4066_c404_w151_h151,2019-10-13,2019-10-13 14:48:28+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191013t144828-C_r4066_c404_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191023t152801_r4864_c0_w512_h512,,0.0,ang20191023t152801,/AVIRISNG/Permian2019/ang20191023t152801_r4864_c0_w512_h512,2019-10-23,2019-10-23 15:28:01+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t165608_r4616_c421_w151_h151,ang20191006t165608-I,82.52097037,ang20191006t165608,/AVIRISNG/Permian2019/ang20191006t165608_r4616_c421_w151_h151,2019-10-06,2019-10-06 16:56:08+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191006t165608-I_r4616_c421_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191017t180347_r1024_c0_w512_h512,,0.0,ang20191017t180347,/AVIRISNG/Permian2019/ang20191017t180347_r1024_c0_w512_h512,2019-10-17,2019-10-17 18:03:47+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t181301_r1934_c372_w151_h151,ang20191011t181301-H,536.2594624,ang20191011t181301,/AVIRISNG/Permian2019/ang20191011t181301_r1934_c372_w151_h151,2019-10-11,2019-10-11 18:13:01+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191011t181301-H_r1934_c372_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191017t171949_r4650_c228_w151_h151,ang20191017t171949-3,657.796821,ang20191017t171949,/AVIRISNG/Permian2019/ang20191017t171949_r4650_c228_w151_h151,2019-10-17,2019-10-17 17:19:49+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191017t171949-3_r4650_c228_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190923t185208_r3584_c0_w512_h512,,0.0,ang20190923t185208,/AVIRISNG/Permian2019/ang20190923t185208_r3584_c0_w512_h512,2019-09-23,2019-09-23 18:52:08+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191023t174017_r4608_c0_w512_h512,,0.0,ang20191023t174017,/AVIRISNG/Permian2019/ang20191023t174017_r4608_c0_w512_h512,2019-10-23,2019-10-23 17:40:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
